title,tags
The Lovers,"action adventur sciencefict romanc lover epic romanc time travel adventur film. helm roland joffé stori ajey jhankar, film sweep tale imposs love set backdrop first anglo-maratha war across two time period contin centr around four charact — british offic 18th centuri coloni india, indian woman fall deepli love with, american present-day marin biologist wife. joshhartnett simonekessel tamsinegerton rolandjoffé"
47 Ronin,"drama action adventur fantasi japan suicid samurai basedontruestori samuraisword ronin shogun halfbre 3d base origin 1941 movi japan, ancient japan’ endur tale, epic 3d fantasy-adventur 47 ronin born. keanu reev lead cast kai, outcast join oishi (hiroyuki sanada), leader 47 outcast samurai. togeth seek vengeanc upon treacher overlord kill master banish kind. restor honor homeland, warrior embark upon quest challeng seri trial would destroy ordinari warriors. keanureev hiroyukisanada koushibasaki carlrinsch"
Captain America: The Winter Soldier,"action adventur sciencefict washingtond.c. futur shield marvelcom superhero basedoncomicbook captainamerica aftercreditssting duringcreditssting marvelcinematicunivers 3d politicalthril cataclysm event new york avengers, steve rogers, aka captain america live quietli washington, d.c. tri adjust modern world. s.h.i.e.l.d. colleagu come attack, steve becom embroil web intrigu threaten put world risk. join forc black widow, captain america struggl expos ever-widen conspiraci fight profession assassin sent silenc everi turn. full scope villain plot revealed, captain america black widow enlist help new ally, falcon. however, soon find unexpect formid enemy—th winter soldier. chrisevan samuell.jackson scarlettjohansson anthonyrusso joerusso"
Shrek Forever After,"comedi adventur fantasi anim famili ogr 3d bore domest shrek pact deal-mak rumpelstiltskin get back feel like real ogr again, he' dupe sent twist version far far away—wher rumpelstiltskin king, ogr hunted, fiona never met—h set restor world reclaim true love. mikemy eddiemurphi camerondiaz mikemitchel"
Tomorrowland,"adventur famili mysteri sciencefict inventor apocalyps destini imax dreamer futuristiccar futuristicc bound share destiny, bright, optimist teen burst scientif curios former boy-geniu inventor jade disillusion embark danger-fil mission unearth secret enigmat place somewher time space exist collect memori ""tomorrowland."" brittrobertson georgeclooney raffeycassidi bradbird"
Big Hero 6,"adventur famili anim action comedi brotherbrotherrelationship hero talent reveng bestfriend anotherdimens robot boygeniu hate aftercreditssting moraldilemma 3d teensuperhero deadbroth special bond develop plus-siz inflat robot baymax, prodigi hiro hamada, team group friend form band high-tech heroes. scottadsit ryanpott danielhenney chriswilliam donhal"
Wreck-It Ralph,"famili anim comedi adventur supportgroup productplac bulli race arcad medal selfesteem curios precociouschild aftercreditssting duringcreditssting firstpersonshoot glitch carefre videogam q*bert interruptedwed socialreject wreck-it ralph 9-foot-tall, 643-pound villain arcad video game name fix-it felix jr., game' titular hero fix build ralph destroys. want prove good guy villain, ralph escap game land hero' duty, first-person shooter help game' hero battl alien invaders. later enter sugar rush, kart race game set track made candies, cooki sweets. there, ralph meet vanellop von schweetz learn game face dire threat could affect entir arcade, one ralph may inadvert started. johnc.reilli sarahsilverman jackmcbray richmoor"
The Polar Express,"adventur anim famili fantasi santaclau nerd faith gift bell beard northpol chute trestl ticket christma doubt young boy take extraordinari train ride north pole, embark journey self-discoveri show wonder life never fade believe. tomhank michaeljet nonagay robertzemecki"
Independence Day: Resurgence,"action adventur sciencefict alternatehistori alieninvas alway knew come back. use recov alien technology, nation earth collabor immens defens program protect planet. noth prepar us aliens’ advanc unpreced force. ingenu brave men women bring world back brink extinction. liamhemsworth jeffgoldblum billpullman rolandemmerich"
How to Train Your Dragon,"fantasi adventur anim famili fli blacksmith arena island night ship train villag forest vike friendship ignor flight nest dragon battl combat well warrior son vike leader cusp manhood, shi hiccup horrend haddock iii face rite passage: must kill dragon prove warrior mettle. down fear dragon, realiz longer want destroy it, instead befriend beast – name toothless – much chagrin warrior father jaybaruchel gerardbutl craigferguson chrissand deandebloi"
Terminator 3: Rise of the Machines,"action thriller sciencefict savingtheworld artificialintellig manvsmachin cyborg killerrobot sunglass leatherjacket nanotechnolog rocketlaunch firemen veterinarian fireengin dystopia psychiatrist 10 year sinc john connor save earth judgment day, he' live radar, steer clear use anyth skynet trace. is, encount t-x, robot assassin order finish t-1000 started. good thing connor' former nemesis, terminator, back aid now-adult connor … like promised. arnoldschwarzenegg nickstahl clairedan jonathanmostow"
Guardians of the Galaxy,"action sciencefict adventur marvelcom spaceship space outerspac orphan adventur aftercreditssting duringcreditssting marvelcinematicunivers light year earth, 26 year abducted, peter quill find prime target manhunt discov orb want ronan accuser. chrispratt zoesaldana davebautista jamesgunn"
Interstellar,adventur drama sciencefict savingtheworld artificialintellig fathersonrelationship singlepar nasa expedit wormhol spacetravel famin blackhol dystopia raceagainsttim quantummechan spaceship space rescu familyrelationship farmhous robot astronaut scientist fatherdaughterrelationship singlefath farmer spacest imax astrophys zerograv courag timeparadox rel interstellar chronicl adventur group explor make use newli discov wormhol surpass limit human space travel conquer vast distanc involv interstellar voyage. matthewmcconaughey jessicachastain annehathaway christophernolan
Inception,"action thriller sciencefict mysteri adventur lossoflov dream kidnap sleep subconsci heist redempt femalehero cobb, skill thief commit corpor espionag infiltr subconsci target offer chanc regain old life payment task consid impossible: ""inception"", implant anoth person' idea target' subconscious. leonardodicaprio josephgordon-levitt ellenpag christophernolan"
Shin Godzilla,"action adventur drama horror sciencefict monster godzilla giantmonst destruct kaiju toyko mind behind evangelion come hit larger life. massive, gill monster emerg deep tear city, govern scrambl save citizens. rag-tag team volunt cut web red tape uncov monster' weak mysteri tie foreign superpower. time side - greatest catastroph ever befal world evolv right eyes. hirokihasegawa yutakatakenouchi satomiishihara hideakianno shinjihiguchi"
The Hobbit: An Unexpected Journey,"adventur fantasi action riddl elv dwarv orc middle-earth(tolkien) hobbit mountain wizard journey ring goblin courag giant tunnel undergroundlak buriedtreasur climbingatre invis ancient gnome bilbo baggins, hobbit enjoy quiet life, swept epic quest gandalf grey thirteen dwarv seek reclaim mountain home smaug, dragon. ianmckellen martinfreeman richardarmitag peterjackson"
The Fast and the Furious,"action crime thriller streetgang carrac undercov auto-tun losangel car automobilerac aftercreditssting duringcreditssting domen toretto lo angel street racer suspect mastermind seri big-rig hijackings. undercov cop brian o'conn infiltr toretto' iconoclast crew, fall toretto' sister must choos side: gang lapd. paulwalk vindiesel michellerodriguez robcohen"
The Curious Case of Benjamin Button,"fantasi drama thriller mysteri romanc diari navi funer tea travel hospit tell stori benjamin button, man start age backward bizarr consequences. cateblanchett bradpitt tildaswinton davidfinch"
X-Men: First Class,"action sciencefict adventur cia mutant mine marvelcom superhero basedoncomicbook superhuman historicalfict nuclearwar cubanmissilecrisi worldwariii 1960 charl xavier erik lensherr took name professor x magneto, two young men discov power first time. arch-enemies, closest friends, work togeth mutant (some familiar, new), stop greatest threat world ever known. jamesmcavoy michaelfassbend jenniferlawr matthewvaughn"
The Hunger Games: Mockingjay - Part 2,"action adventur sciencefict revolut strongwoman dystopia gameofdeath 3d basedonyoungadultnovel nation panem full scale war, katniss confront presid snow final showdown. team group closest friend – includ gale, finnick, peeta – katniss goe mission unit district 13 risk live stage assassin attempt presid snow becom increasingli obsess destroy her. mortal traps, enemies, moral choic await katniss challeng arena face hunger games. jenniferlawr joshhutcherson liamhemsworth francislawr"
The Sorcerer's Apprentice,"fantasi adventur action comedi drama witch fire wolf fountain magic book castl water apprentic train merlin love mission sorcer dragon aftercreditssting apprendista morgana balthazar blake master sorcer modern-day manhattan tri defend citi arch-nemesis, maxim horvath. balthazar can't alone, recruit dave stutler, seemingli averag guy demonstr hidden potential, reluct protégé. sorcer give unwil accomplic crash cours art scienc magic, together, unlik partner work stop forc darkness. nicolascag jaybaruchel monicabellucci jonturteltaub"
Poseidon,"adventur action drama thriller newyear'sev fire drown cataclysm lossoffath atlanticocean ball self-abandon shipwreck giantwav blackout ship daughter singl escap capsizedship pack cruis ship travel atlant hit overturn massiv wave, compel passeng begin dramat fight lives. kurtrussel richarddreyfuss joshluca wolfgangpetersen"
